Name,Description,Price,Image URL
Chevrolet Traverse,"2019 г., 3.6 л., автомат, внедорожник 5 дв., бензин, руль слева, 57 000 км",$ 26 500,https://im.mashina.kg/tachka/images//5/4/1/541cde2921df68936b61a3747fd3a368_240x180.jpg
Kia Sorento,"2016 г., 2.2 л., автомат, внедорожник 5 дв., дизель, руль слева, 177 915 км",$ 25 000,https://im.mashina.kg/tachka/images//3/4/6/346fe68ff2b390ab51cdd1953b425228_240x180.jpg
Honda Accord,"2020 г., 1.5 л., вариатор, седан, бензин, руль слева, 45 000 км",$ 22 500,https://im.mashina.kg/tachka/images//2/0/9/20974eddbdade2e27dfd09028066d266_240x180.jpg
Toyota RAV4,"2019 г., 2.5 л., вариатор, внедорожник 5 дв., гибрид, руль слева, 32 000 км",$ 39 900,https://im.mashina.kg/tachka/images//a/5/0/a50dd134b1021d4822cb1c8de8db13bf_240x180.jpg
Lexus GX,"2010 г., 4.6 л., автомат, внедорожник 5 дв., бензин, руль слева, 190 000 км",$ 35 000,https://im.mashina.kg/tachka/images//8/f/5/8f5336f1b0b3aa63c15c7f7f95c7e0f6_240x180.jpg
Kia Carnival,"2021 г., 2.2 л., автомат, минивэн, дизель, руль слева, 31 000 км",$ 44 200,https://im.mashina.kg/tachka/images//d/2/7/d27a8cb4d5b85b31fb81258f2b4c3f1a_240x180.jpg
Lexus NX,"2016 г., 2 л., автомат, внедорожник 5 дв., бензин, руль слева, 149 000 км",$ 30 800,https://im.mashina.kg/tachka/images//2/6/8/268c9e61231ef6b723a05ae58039aad5_240x180.jpg
Toyota Crown,"2004 г., 2.5 л., автомат, седан, бензин, руль справа, 215 000 км",$ 8 000,https://im.mashina.kg/tachka/images//5/0/a/50a8de5b5d93262db399a697f39237d1_240x180.jpg
Honda Accord,"2000 г., 1.8 л., механика, седан, бензин, руль слева, 300 000 км",$ 4 324,https://im.mashina.kg/tachka/images//8/6/f/86fcdb1a5bf0863066db01c2b44a4fed_240x180.jpg
Weltmeister EX5,"2021 г., автомат, внедорожник 5 дв., электро, руль слева, 1 км",$ 21 000,https://im.mashina.kg/tachka/images//9/9/4/994a5333912f5cefbd72d0c2a6fd6441_240x180.jpg
Toyota RAV4,"2018 г., 2.5 л., автомат, внедорожник 5 дв., бензин, руль слева, 39 000 км",$ 25 500,https://im.mashina.kg/tachka/images//3/7/f/37f0df4317584a7b4dc3d03fb7785c0f_240x180.jpg
Mercedes-Benz C-Класс,"1995 г., 2.2 л., механика, седан, дизель, руль слева, 250 000 км",$ 3 500,https://im.mashina.kg/tachka/images//8/b/0/8b0cfe3203c6d0a2cdf5761b1f9a4745_240x180.jpg
Kia Carnival,"2021 г., 2.2 л., автомат, минивэн, дизель, руль слева, 4 000 км",$ 41 900,https://im.mashina.kg/tachka/images//c/5/2/c52db4ffdb60679c15360330aa9af7df_240x180.jpg
Toyota Celsior,"2004 г., 4.3 л., автомат, седан, бензин, руль справа, 198 000 км",$ 13 800,https://im.mashina.kg/tachka/images//e/7/2/e727dd93f6007678914756a40e1fa858_240x180.jpg
Volkswagen ID.6,"2022 г., автомат, внедорожник 5 дв., электро, руль слева, 1 км",$ 37 000,https://im.mashina.kg/tachka/images//3/6/9/3697b50954b5da6d848579bac2b35479_240x180.jpg
Honda e:NP1,"2022 г., автомат, внедорожник 5 дв., электро, руль слева, 1 км",$ 28 000,https://im.mashina.kg/tachka/images//a/f/7/af741833724fda0349622fe6c3c0e479_240x180.jpg
